Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,chip_antibody,chip_antibody_vendor,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,TISSUE
SRR11856257,ChIP-Seq,65,1529623355,PRJNA540151,SAMN15032532,659472469,GEO,FOXA1,Abcam,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX8406509,GSM4569888,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-27T14:34:00Z,1,GSM4569888,Patient localized prostate tissue,SRP194063,Patient localized prostate tissue
SRR11856258,ChIP-Seq,65,1361253790,PRJNA540151,SAMN15032531,585071346,GEO,FOXA1,Abcam,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX8406510,GSM4569889,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-27T14:34:00Z,1,GSM4569889,Patient localized prostate tissue,SRP194063,Patient localized prostate tissue
SRR11856259,ChIP-Seq,75,856189575,PRJNA540151,SAMN15032530,300857270,GEO,FOXA1,Abcam,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX8406511,GSM4569890,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T19:17:00Z,1,GSM4569890,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856260,ChIP-Seq,75,1971202725,PRJNA540151,SAMN15032529,706062120,GEO,FOXA1,Abcam,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX8406512,GSM4569891,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T19:27:00Z,1,GSM4569891,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856261,ChIP-Seq,75,2854194825,PRJNA540151,SAMN15032566,1238067923,GEO,FOXA1,Abcam,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX8406513,GSM4569892,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T19:45:00Z,1,GSM4569892,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856262,ChIP-Seq,75,3212025750,PRJNA540151,SAMN15032565,1388653517,GEO,FOXA1,Abcam,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX8406514,GSM4569893,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T19:47:00Z,1,GSM4569893,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856263,ChIP-Seq,75,2226441600,PRJNA540151,SAMN15032429,834956821,GEO,FOXA1,Abcam,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX8406515,GSM4569894,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T19:31:00Z,1,GSM4569894,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856264,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032428,693718220,GEO,FOXA1,Abcam,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX8406516,GSM4569895,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T19:29:00Z,1,GSM4569895,CRPC PDX,SRP194063,CRPC pdx
SRR11856265,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032427,638501929,GEO,FOXA2,Abcam,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX8406517,GSM4569896,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T19:27:00Z,1,GSM4569896,CRPC PDX,SRP194063,CRPC pdx
SRR11856266,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032426,689217111,GEO,FOXA3,Abcam,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX8406518,GSM4569897,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T19:27:00Z,1,GSM4569897,CRPC PDX,SRP194063,CRPC pdx
SRR11856267,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032425,576464353,GEO,FOXA4,Abcam,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX8406519,GSM4569898,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T19:30:00Z,1,GSM4569898,CRPC PDX,SRP194063,CRPC pdx
SRR11856268,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032424,583372725,GEO,FOXA5,Abcam,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX8406520,GSM4569899,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T19:08:00Z,1,GSM4569899,CRPC PDX,SRP194063,CRPC pdx
SRR11856269,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032423,600198481,GEO,FOXA6,Abcam,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX8406521,GSM4569900,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T19:27:00Z,1,GSM4569900,CRPC PDX,SRP194063,CRPC pdx
SRR11856270,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032422,591972823,GEO,FOXA7,Abcam,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX8406522,GSM4569901,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T19:07:00Z,1,GSM4569901,CRPC PDX,SRP194063,CRPC pdx
SRR11856271,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032421,626973871,GEO,FOXA8,Abcam,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX8406523,GSM4569902,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T19:35:00Z,1,GSM4569902,CRPC PDX,SRP194063,CRPC pdx
SRR11856272,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032420,573228569,GEO,FOXA9,Abcam,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX8406524,GSM4569903,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T19:34:00Z,1,GSM4569903,CRPC PDX,SRP194063,CRPC pdx
SRR11856273,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032419,620426362,GEO,FOXA10,Abcam,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX8406525,GSM4569904,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T19:28:00Z,1,GSM4569904,CRPC PDX,SRP194063,CRPC pdx
SRR11856274,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032418,606440360,GEO,FOXA11,Abcam,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX8406526,GSM4569905,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T19:52:00Z,1,GSM4569905,CRPC PDX,SRP194063,CRPC pdx
SRR11856275,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032467,584198266,GEO,FOXA12,Abcam,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX8406527,GSM4569906,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T19:27:00Z,1,GSM4569906,CRPC PDX,SRP194063,CRPC pdx
SRR11856276,ChIP-Seq,75,880222125,PRJNA540151,SAMN15032466,346592581,GEO,FOXA13,Abcam,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX8406528,GSM4569907,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T19:31:00Z,1,GSM4569907,CRPC PDX,SRP194063,CRPC pdx
SRR11856277,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032465,583417522,GEO,FOXA14,Abcam,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX8406529,GSM4569908,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T19:28:00Z,1,GSM4569908,CRPC PDX,SRP194063,CRPC pdx
SRR11856278,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032464,588152843,GEO,FOXA15,Abcam,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX8406530,GSM4569909,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T19:31:00Z,1,GSM4569909,CRPC PDX,SRP194063,CRPC pdx
SRR11856279,ChIP-Seq,75,887480625,PRJNA540151,SAMN15032463,313903593,GEO,HOXB13,Santa Cruz Biotechnology,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX8406531,GSM4569910,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:36:00Z,1,GSM4569910,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856280,ChIP-Seq,75,737113200,PRJNA540151,SAMN15032462,263310079,GEO,HOXB13,Santa Cruz Biotechnology,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX8406532,GSM4569911,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:36:00Z,1,GSM4569911,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856281,ChIP-Seq,75,3430173825,PRJNA540151,SAMN15032461,1490068557,GEO,HOXB13,Santa Cruz Biotechnology,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX8406533,GSM4569912,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:39:00Z,1,GSM4569912,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856282,ChIP-Seq,75,2403044100,PRJNA540151,SAMN15032460,1041103042,GEO,HOXB13,Santa Cruz Biotechnology,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX8406534,GSM4569913,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:47:00Z,1,GSM4569913,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856283,ChIP-Seq,75,1901659875,PRJNA540151,SAMN15032459,676877425,GEO,HOXB13,Santa Cruz Biotechnology,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX8406535,GSM4569914,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:26:00Z,1,GSM4569914,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856284,ChIP-Seq,65,1441739130,PRJNA540151,SAMN15032458,654166189,GEO,HOXB13,Santa Cruz Biotechnology,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX8406536,GSM4569915,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-27T14:34:00Z,1,GSM4569915,Patient localized prostate tissue,SRP194063,Patient localized prostate tissue
SRR11856285,ChIP-Seq,65,1532187345,PRJNA540151,SAMN15032457,800895529,GEO,HOXB13,Santa Cruz Biotechnology,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX8406537,GSM4569916,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-27T14:34:00Z,1,GSM4569916,Patient localized prostate tissue,SRP194063,Patient localized prostate tissue
SRR11856286,ChIP-Seq,65,2209798240,PRJNA540151,SAMN15032456,1150643623,GEO,HOXB13,Santa Cruz Biotechnology,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX8406538,GSM4569917,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-27T14:36:00Z,1,GSM4569917,Patient localized prostate tissue,SRP194063,Patient localized prostate tissue
SRR11856287,ChIP-Seq,65,1955698875,PRJNA540151,SAMN15032455,991310108,GEO,HOXB13,Santa Cruz Biotechnology,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX8406539,GSM4569918,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-27T14:36:00Z,1,GSM4569918,Patient localized prostate tissue,SRP194063,Patient localized prostate tissue
SRR11856288,ChIP-Seq,65,1383994430,PRJNA540151,SAMN15032454,656961436,GEO,HOXB13,Santa Cruz Biotechnology,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX8406540,GSM4569919,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-27T14:34:00Z,1,GSM4569919,Patient localized prostate tissue,SRP194063,Patient localized prostate tissue
SRR11856289,ChIP-Seq,65,2655947515,PRJNA540151,SAMN15032453,1116106335,GEO,HOXB13,Santa Cruz Biotechnology,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX8406541,GSM4569920,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-27T14:36:00Z,1,GSM4569920,Patient localized prostate tissue,SRP194063,Patient localized prostate tissue
SRR11856290,ChIP-Seq,65,1571960390,PRJNA540151,SAMN15032452,759571061,GEO,HOXB13,Santa Cruz Biotechnology,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX8406542,GSM4569921,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-27T14:35:00Z,1,GSM4569921,Patient localized prostate tissue,SRP194063,Patient localized prostate tissue
SRR11856291,ChIP-Seq,65,2439956480,PRJNA540151,SAMN15032445,1046829475,GEO,HOXB13,Santa Cruz Biotechnology,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX8406543,GSM4569922,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-27T14:37:00Z,1,GSM4569922,Patient localized prostate tissue,SRP194063,Patient localized prostate tissue
SRR11856292,ChIP-Seq,65,1430813345,PRJNA540151,SAMN15032444,634854090,GEO,HOXB13,Santa Cruz Biotechnology,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX8406544,GSM4569923,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-27T14:34:00Z,1,GSM4569923,Patient localized prostate tissue,SRP194063,Patient localized prostate tissue
SRR11856293,ChIP-Seq,75,792723375,PRJNA540151,SAMN15032414,277733386,GEO,HOXB13,Santa Cruz Biotechnology,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX8406545,GSM4569924,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:36:00Z,1,GSM4569924,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856294,ChIP-Seq,75,1681261425,PRJNA540151,SAMN15032413,605922977,GEO,HOXB13,Santa Cruz Biotechnology,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX8406546,GSM4569925,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:55:00Z,1,GSM4569925,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856295,ChIP-Seq,75,4429972050,PRJNA540151,SAMN15032412,1913820579,GEO,HOXB13,Santa Cruz Biotechnology,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX8406547,GSM4569926,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:35:00Z,1,GSM4569926,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856296,ChIP-Seq,75,5541623475,PRJNA540151,SAMN15032411,2402933449,GEO,HOXB13,Santa Cruz Biotechnology,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX8406299,GSM4569927,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:48:00Z,1,GSM4569927,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856297,ChIP-Seq,75,1474686675,PRJNA540151,SAMN15032410,537609067,GEO,HOXB13,Santa Cruz Biotechnology,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX8406300,GSM4569928,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:55:00Z,1,GSM4569928,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856298,ChIP-Seq,65,2020086315,PRJNA540151,SAMN15032409,914268661,GEO,HOXB13,Santa Cruz Biotechnology,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX8406301,GSM4569929,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-27T14:35:00Z,1,GSM4569929,Patient localized prostate tissue,SRP194063,Patient localized prostate tissue
SRR11856299,ChIP-Seq,65,1058451160,PRJNA540151,SAMN15032408,551587841,GEO,HOXB13,Santa Cruz Biotechnology,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX8406302,GSM4569930,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-27T14:34:00Z,1,GSM4569930,Patient localized prostate tissue,SRP194063,Patient localized prostate tissue
SRR11856300,ChIP-Seq,65,1761432660,PRJNA540151,SAMN15032407,923865419,GEO,HOXB13,Santa Cruz Biotechnology,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX8406303,GSM4569931,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-27T14:36:00Z,1,GSM4569931,Patient localized prostate tissue,SRP194063,Patient localized prostate tissue
SRR11856301,ChIP-Seq,65,1430493610,PRJNA540151,SAMN15032406,721775472,GEO,HOXB13,Santa Cruz Biotechnology,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX8406304,GSM4569932,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-27T14:34:00Z,1,GSM4569932,Patient localized prostate tissue,SRP194063,Patient localized prostate tissue
SRR11856302,ChIP-Seq,65,1313921245,PRJNA540151,SAMN15032405,642887362,GEO,HOXB13,Santa Cruz Biotechnology,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX8406305,GSM4569933,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-27T14:33:00Z,1,GSM4569933,Patient localized prostate tissue,SRP194063,Patient localized prostate tissue
SRR11856303,ChIP-Seq,65,1142656905,PRJNA540151,SAMN15032404,503578156,GEO,HOXB13,Santa Cruz Biotechnology,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX8406306,GSM4569934,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-27T14:33:00Z,1,GSM4569934,Patient localized prostate tissue,SRP194063,Patient localized prostate tissue
SRR11856304,ChIP-Seq,65,1377167740,PRJNA540151,SAMN15032403,607887141,GEO,HOXB13,Santa Cruz Biotechnology,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX8406307,GSM4569935,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-27T14:33:00Z,1,GSM4569935,Patient localized prostate tissue,SRP194063,Patient localized prostate tissue
SRR11856305,ChIP-Seq,65,1592002035,PRJNA540151,SAMN15032402,707631651,GEO,HOXB13,Santa Cruz Biotechnology,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX8406308,GSM4569936,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-27T14:35:00Z,1,GSM4569936,Patient localized prostate tissue,SRP194063,Patient localized prostate tissue
SRR11856306,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032401,576998005,GEO,HOXB13,Santa Cruz Biotechnology,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX8406309,GSM4569937,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T17:54:00Z,1,GSM4569937,CRPC PDX,SRP194063,CRPC pdx
SRR11856307,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032400,688470318,GEO,HOXB13,Santa Cruz Biotechnology,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX8406310,GSM4569938,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:44:00Z,1,GSM4569938,CRPC PDX,SRP194063,CRPC pdx
SRR11856308,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032399,576867541,GEO,HOXB13,Santa Cruz Biotechnology,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX8406311,GSM4569939,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:44:00Z,1,GSM4569939,CRPC PDX,SRP194063,CRPC pdx
SRR11856309,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032443,636268761,GEO,HOXB13,Santa Cruz Biotechnology,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX8406312,GSM4569940,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T17:53:00Z,1,GSM4569940,CRPC PDX,SRP194063,CRPC pdx
SRR11856310,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032442,582753715,GEO,HOXB13,Santa Cruz Biotechnology,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX8406313,GSM4569941,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:43:00Z,1,GSM4569941,CRPC PDX,SRP194063,CRPC pdx
SRR11856311,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032441,594263645,GEO,HOXB13,Santa Cruz Biotechnology,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX8406314,GSM4569942,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:44:00Z,1,GSM4569942,CRPC PDX,SRP194063,CRPC pdx
SRR11856312,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032440,584508091,GEO,HOXB13,Santa Cruz Biotechnology,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX8406317,GSM4569943,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:43:00Z,1,GSM4569943,CRPC PDX,SRP194063,CRPC pdx
SRR11856313,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032439,591804475,GEO,HOXB13,Santa Cruz Biotechnology,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX8406318,GSM4569944,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T17:55:00Z,1,GSM4569944,CRPC PDX,SRP194063,CRPC pdx
SRR11856314,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032438,625091716,GEO,HOXB13,Santa Cruz Biotechnology,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX8406319,GSM4569945,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:27:00Z,1,GSM4569945,CRPC PDX,SRP194063,CRPC pdx
SRR11856315,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032437,574042120,GEO,HOXB13,Santa Cruz Biotechnology,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX8406320,GSM4569946,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:36:00Z,1,GSM4569946,CRPC PDX,SRP194063,CRPC pdx
